566,"Shooting Men's Free Rifle, 1,000 Yards"
567,Cycling Women's Team Pursuit
568,"Speed Skating Women's 5,000 metres"
569,"Athletics Men's 3,000 metres Walk"
570,Snowboarding Women's Boardercross
571,"Shooting Mixed Running Target, 50 metres"
572,Luge Mixed Team Relay
573,Cycling Women's Individual Time Trial
574,"Fencing Women's Sabre, Individual"
575,"Fencing Men's Sabre, Individual, Three Hits"
576,Archery Women's Double National Round
577,Cycling Men's Omnium
578,Equestrianism Mixed Hacks And Hunter Combined
579,Sailing Mixed 10 metres
580,"Shooting Men's Trap, Team"
581,"Cycling Women's Individual Pursuit, 3,000 metres"
582,Cycling Women's Points Race
583,Sailing Men's Two Person Keelboat
584,Cycling Men's Keirin
585,Cycling Men's Team Sprint
586,Athletics Men's 5 mile
587,"Shooting Men's Running Target, Single Shot, Team"
588,Bobsleigh Women's Two
589,Racquets Men's Singles
590,Racquets Men's Doubles
591,"Art Competitions Mixed Literature, Lyric Works"
592,Motorboating Mixed A-Class (Open)
593,Archery Men's Continental Style
594,Military Ski Patrol Men's Military Ski Patrol
595,"Art Competitions Mixed Painting, Graphic Arts"
596,"Wrestling Women's Flyweight, Freestyle"
597,"Art Competitions Mixed Literature, Unknown Event"
598,Sailing Mixed 0.5-1 Ton
599,"Art Competitions Mixed Painting, Applied Arts"
600,"Croquet Mixed Singles, One Ball"
601,Croquet Mixed Doubles
602,"Shooting Men's Running Target, Double Shot, Team"
603,"Shooting Men's Free Pistol, 50 yards"
604,"Shooting Men's Free Pistol, 50 yards, Team"
605,"Fencing Men's epee, Masters and Amateurs, Individual"
606,Swimming Men's 10 kilometres Open Water
607,"Art Competitions Mixed Music, Compositions For Orchestra"
608,Archery Men's Double York Round
609,"Wrestling Women's Middleweight, Freestyle"
610,"Equestrianism Men's Vaulting, Individual"
611,Swimming Men's 4 x 250 metres Freestyle Relay
612,Freestyle Skiing Women's Slopestyle
613,Table Tennis Women's Team
614,Athletics Women's Hammer Throw
615,"Canoeing Men's Kayak Singles, 200 metres"
616,Short Track Speed Skating Women's 500 metres
617,Shooting Women's Double Trap
618,Rowing Men's 6-Man Naval Rowing Boats
619,Art Competitions Mixed Music
620,"Shooting Men's Free Rifle, Kneeling, 300 metres"
621,"Shooting Men's Free Rifle, Prone, 300 metres"
622,"Shooting Men's Free Rifle, Standing, 300 metres"
623,"Short Track Speed Skating Women's 1,000 metres"
624,"Athletics Men's 3,200 metres Steeplechase"
625,Rowing Women's Coxless Fours
626,Freestyle Skiing Women's Ski Cross
627,Freestyle Skiing Men's Ski Cross
628,"Tennis Men's Doubles, Covered Courts"
629,"Tennis Men's Singles, Covered Courts"
630,Cycling Men's 25 kilometres
631,"Nordic Combined Men's Normal Hill / 10 km, Individual"
632,"Nordic Combined Men's Large Hill / 10 km, Individual"
633,"Shooting Men's Military Rifle, 200 metres"
634,"Short Track Speed Skating Women's 1,500 metres"
635,Athletics Men's Standing Triple Jump
636,Rowing Men's Coxed Pairs (1 kilometres)
637,"Shooting Men's Military Pistol, 30 metres"
